Date,Volume,Open,High,Low,Close,Median
2023-08-18 09:00:00,18102,4369.35,4370.35,4340.58,4345.84,4355.465
2023-08-18 13:00:00,56933,4345.84,4372.865,4337.33,4365.83,4355.0975
2023-08-18 17:00:00,33973,4365.83,4383.1,4354.58,4368.6,4368.84
2023-08-20 21:00:00,4700,4368.6,4379.54,4368.6,4377.8,4374.07
2023-08-21 01:00:00,9801,4377.8,4378.0599999999995,4367.55,4372.05,4372.805
2023-08-21 05:00:00,14401,4372.05,4388.8099999999995,4365.04,4388.54,4376.924999999999
2023-08-21 09:00:00,12450,4388.54,4396.5599999999995,4383.55,4384.0599999999995,4390.055
2023-08-21 13:00:00,52838,4384.0599999999995,4397.56,4361.43,4381.56,4379.495000000001
2023-08-21 17:00:00,25511,4381.56,4410.06,4378.04,4398.5599999999995,4394.05
2023-08-21 21:00:00,4187,4398.5599999999995,4399.76,4392.085,4397.51,4395.922500000001
2023-08-22 01:00:00,7408,4397.51,4401.25,4392.99,4397.49,4397.12
2023-08-22 05:00:00,15082,4397.49,4417.75,4395.24,4417.13,4406.495
2023-08-22 09:00:00,11933,4417.13,4429.51,4413.99,4420.38,4421.75
2023-08-22 13:00:00,54239,4420.38,4421.51,4385.74,4395.26,4403.625
2023-08-22 17:00:00,33287,4395.26,4403.01,4383.985,4389.75,4393.4974999999995
2023-08-22 21:00:00,3342,4389.75,4397.15,4389.75,4396.889999999999,4393.45
2023-08-23 01:00:00,6368,4396.889999999999,4404.255,4396.13,4401.63,4400.1925
2023-08-23 05:00:00,12568,4401.63,4415.4,4400.63,4412.9,4408.014999999999
2023-08-23 09:00:00,15613,4412.9,4415.15,4389.889999999999,4393.88,4402.5199999999995
2023-08-23 13:00:00,43281,4393.88,4435.15,4392.88,4430.63,4414.014999999999
2023-08-23 17:00:00,31511,4430.63,4466.445,4429.89,4465.9,4448.1675
2023-08-23 21:00:00,4852,4465.9,4465.9,4455.53,4461.29,4460.715
2023-08-24 01:00:00,5350,4461.29,4471.05,4458.53,4470.42,4464.79
2023-08-24 05:00:00,12915,4470.42,4476.05,4461.865,4464.3,4468.9575
2023-08-24 09:00:00,15988,4464.3,4467.3,4452.78,4455.05,4460.04
2023-08-24 13:00:00,56738,4455.05,4459.53,4397.78,4405.53,4428.655
2023-08-24 17:00:00,37563,4405.53,4407.55,4369.28,4374.55,4388.415
2023-08-24 21:00:00,3287,4374.55,4383.51,4374.24,4382.24,4378.875
2023-08-25 01:00:00,5150,4382.24,4383.51,4376.25,4378.13,4379.88
2023-08-25 05:00:00,9498,4378.13,4388.76,4370.389999999999,4386.26,4379.575
2023-08-25 09:00:00,7520,4386.26,4396.76,4380.5,4394.25,4388.63
2023-08-25 13:00:00,65977,4394.25,4418.39,4356.0,4392.74,4387.195
2023-08-25 17:00:00,30709,4392.74,4419.49,4379.99,4405.51,4399.74
2023-08-27 21:00:00,2800,4405.51,4417.37,4405.51,4408.889999999999,4411.4400000000005
2023-08-28 01:00:00,4524,4408.889999999999,4414.75,4408.38,4410.38,4411.5650000000005
2023-08-28 05:00:00,5177,4410.38,4416.889999999999,4408.37,4414.12,4412.629999999999
2023-08-28 09:00:00,5384,4414.12,4429.25,4409.12,4429.0,4419.1849999999995
2023-08-28 13:00:00,15544,4429.0,4439.99,4416.49,4433.38,4428.24
2023-08-28 17:00:00,10081,4433.38,4441.5,4415.88,4437.139999999999,4428.6900000000005
2023-08-28 21:00:00,2352,4437.139999999999,4440.16,4432.639999999999,4436.9,4436.4
2023-08-29 01:00:00,4429,4436.9,4439.51,4433.41,4437.76,4436.46
2023-08-29 05:00:00,9968,4437.76,4447.41,4431.28,4432.15,4439.344999999999
2023-08-29 09:00:00,9875,4432.15,4442.4,4426.889999999999,4432.889999999999,4434.6449999999995
2023-08-29 13:00:00,20041,4432.889999999999,4492.4,4429.139999999999,4488.16,4460.7699999999995
2023-08-29 17:00:00,3295,4488.16,4502.65,4484.91,4501.139999999999,4493.78
2023-08-29 21:00:00,429,4501.139999999999,4504.53,4500.38,4503.27,4502.455
2023-08-30 01:00:00,3689,4503.27,4509.03,4502.26,4504.78,4505.645
2023-08-30 05:00:00,11524,4504.78,4506.76,4492.01,4492.53,4499.385
2023-08-30 09:00:00,14036,4492.53,4506.78,4489.26,4502.78,4498.02
2023-08-30 13:00:00,44209,4502.78,4523.51,4494.13,4521.03,4508.82
2023-08-30 17:00:00,23144,4521.03,4521.28,4506.89,4519.78,4514.085
2023-08-30 21:00:00,719,4519.78,4521.63,4517.62,4519.12,4519.625
2023-08-31 01:00:00,3888,4519.12,4524.88,4518.610000000001,4521.12,4521.745000000001
2023-08-31 05:00:00,8499,4521.12,4525.360000000001,4517.62,4523.88,4521.49
2023-08-31 09:00:00,14826,4523.88,4534.860000000001,4516.610000000001,4527.360000000001,4525.735000000001
2023-08-31 13:00:00,36598,4527.360000000001,4533.13,4508.38,4514.63,4520.755
2023-08-31 17:00:00,17611,4514.63,4527.12,4506.415,4510.610000000001,4516.7675
2023-08-31 21:00:00,1655,4510.610000000001,4513.79,4507.52,4512.52,4510.655000000001
2023-09-01 01:00:00,4151,4512.52,4515.54,4511.02,4514.77,4513.280000000001
2023-09-01 05:00:00,11409,4514.77,4520.79,4506.52,4518.02,4513.655000000001
2023-09-01 09:00:00,22683,4518.02,4539.04,4516.395,4535.29,4527.717500000001
2023-09-01 13:00:00,75172,4535.29,4540.55,4500.27,4511.02,4520.41
2023-09-01 17:00:00,19633,4511.02,4516.54,4502.255,4512.42,4509.3975
2023-09-03 21:00:00,3101,4512.42,4518.29,4512.28,4517.55,4515.285
2023-09-04 01:00:00,4812,4517.55,4519.05,4514.53,4517.03,4516.79
2023-09-04 05:00:00,7818,4517.03,4525.8,4516.28,4524.3,4521.04
2023-09-04 09:00:00,6547,4524.3,4526.155000000001,4519.78,4521.28,4522.967500000001
2023-09-04 13:00:00,5575,4521.28,4523.04,4510.28,4513.93,4516.66
2023-09-04 17:00:00,27,4513.93,4514.0650000000005,4513.52,4513.68,4513.7925000000005
2023-09-04 21:00:00,2951,4513.68,4516.96,4508.59,4508.95,4512.775
2023-09-05 01:00:00,4860,4508.95,4512.47,4508.2,4511.22,4510.335
2023-09-05 05:00:00,14062,4511.22,4512.47,4495.7,4505.21,4504.085
2023-09-05 09:00:00,12737,4505.21,4515.95,4502.95,4514.7,4509.45
2023-09-05 13:00:00,36088,4514.7,4516.47,4497.21,4508.6,4506.84
2023-09-05 17:00:00,17706,4508.6,4511.96,4494.95,4496.22,4503.455
